2024-02-05,656,7,46.09
2024-02-05,1000,9,141.58
2024-02-06,259,10,125.54
2024-02-07,16,9,88.33
2024-02-07,30,8,185.51
2024-02-07,64,3,467.96
2024-02-07,145,10,281.83
2024-02-07,211,9,430.35
2024-02-07,259,6,367.6
2024-02-07,297,3,307.95
2024-02-07,579,4,485.36
2024-02-07,828,10,254.29
2024-02-09,447,7,265.07
2024-02-09,713,7,66.55
2024-02-09,838,8,127.01
2024-02-09,863,8,370.46
2024-02-10,137,2,130.14
2024-02-11,329,9,111.24
2024-02-11,621,3,23.84
2024-02-12,92,5,163.66
2024-02-12,308,7,341.0
2024-02-12,362,5,222.5
2024-02-12,458,7,59.4
2024-02-12,463,4,127.78
2024-02-12,751,6,406.2
2024-02-12,885,10,44.72
2024-02-13,720,7,472.86
2024-02-14,385,5,266.47
2024-02-14,572,10,248.65
2024-02-14,698,2,217.86
2024-02-15,112,4,394.78
2024-02-15,166,8,186.19
2024-02-15,186,10,281.87
2024-02-15,752,3,245.43
2024-02-15,791,9,203.56
2024-02-15,831,10,228.71
2024-02-16,194,1,66.79
2024-02-16,433,7,295.04
2024-02-17,174,9,320.59
2024-02-17,456,4,110.53
2024-02-17,786,7,437.16
2024-02-17,828,10,288.38
2024-02-17,969,9,138.67
2024-02-18,290,1,153.31
2024-02-19,73,2,226.93
2024-02-19,277,3,147.11
2024-02-19,659,3,182.74
2024-02-20,273,9,70.72
2024-02-20,911,3,218.34
2024-02-20,964,8,456.87
2024-02-21,524,6,68.35
2024-02-21,698,5,460.85
2024-02-21,918,2,94.85
2024-02-22,276,3,311.93
2024-02-22,480,6,158.76
2024-02-22,777,4,225.65
2024-02-22,946,9,355.46
2024-02-23,208,3,25.36
2024-02-23,486,1,413.31
2024-02-24,522,8,313.33
2024-02-24,663,1,396.31
2024-02-24,913,4,309.16
2024-02-25,899,8,303.66
2024-02-26,45,2,324.84
2024-02-26,305,9,261.87
2024-02-26,331,10,446.77
2024-02-26,659,2,430.83
2024-02-26,964,7,487.93
2024-02-27,105,2,363.53
2024-02-27,147,5,171.97
2024-02-27,488,9,202.07
2024-02-27,844,1,284.97
2024-02-28,479,3,88.93
2024-02-28,484,1,230.54
2024-02-28,652,4,50.11
2024-02-28,681,7,29.52
2024-02-28,740,8,53.69
2024-02-29,663,10,424.69
2024-03-01,196,2,196.66
2024-03-01,590,10,463.71
2024-03-01,713,3,99.5
2024-03-01,755,1,336.04
2024-03-01,918,7,25.29
2024-03-02,16,4,365.1
2024-03-02,49,8,474.2
2024-03-02,436,9,121.5
2024-03-02,511,6,236.1
2024-03-02,989,1,231.29
2024-03-03,33,4,377.31
2024-03-03,329,10,363.35
2024-03-03,453,9,118.44
2024-03-04,408,6,445.61
2024-03-04,553,1,270.77
2024-03-04,691,10,53.63
2024-03-04,803,4,386.76
2024-03-05,321,5,489.25
2024-03-05,380,3,456.82
2024-03-05,780,8,375.9
2024-03-06,452,2,333.04
2024-03-06,458,8,236.5
2024-03-06,556,1,286.48
2024-03-06,614,7,104.54
2024-03-06,632,9,41.7
2024-03-06,856,6,332.33
2024-03-07,262,6,434.45
2024-03-08,89,6,329.49
2024-03-08,158,1,400.24
2024-03-09,77,4,386.83
2024-03-09,198,7,101.1
2024-03-09,903,2,452.3
2024-03-10,273,8,17.96
2024-03-10,692,9,73.75
2024-03-10,718,4,25.07
2024-03-10,720,5,149.72
2024-03-11,101,3,321.02
2024-03-11,188,8,378.07
2024-03-11,428,6,169.65
2024-03-11,434,5,483.61
2024-03-11,972,2,311.01
2024-03-12,343,7,346.97
2024-03-12,382,2,90.19
2024-03-12,456,8,449.63
2024-03-12,528,9,353.95
2024-03-13,248,5,418.59
2024-03-13,331,1,225.63
2024-03-13,650,4,28.89
2024-03-13,732,10,193.48
2024-03-13,776,3,441.41
2024-03-13,809,2,299.4
2024-03-14,117,6,256.83
2024-03-14,318,8,11.71
2024-03-14,350,4,106.62
2024-03-14,527,8,373.34
2024-03-14,890,5,153.51
2024-03-15,143,6,25.91
2024-03-15,251,4,120.37
2024-03-16,734,7,282.6
2024-03-16,940,9,24.43
2024-03-16,971,8,451.96
2024-03-17,355,10,477.65
2024-03-18,14,6,426.98
2024-03-18,280,6,348.82
2024-03-18,733,5,146.05
2024-03-18,798,1,499.03
2024-03-18,828,2,191.3
2024-03-19,599,8,412.94
2024-03-19,761,8,378.51
2024-03-20,643,5,248.03
2024-03-20,677,5,457.62
2024-03-20,835,9,421.99
2024-03-21,247,6,375.52
2024-03-21,938,5,291.21
2024-03-22,469,10,50.74
2024-03-22,499,7,230.39
2024-03-22,637,10,417.05
2024-03-23,127,4,21.26
2024-03-23,864,8,102.9
2024-03-24,6,6,73.58
2024-03-26,433,5,15.06
2024-03-26,457,5,36.62
2024-03-26,851,6,184.26
2024-03-26,872,1,65.62
2024-03-26,982,6,517.1999999999999
2024-03-27,98,3,275.39
2024-03-27,143,5,419.5
2024-03-27,639,4,272.55
2024-03-29,65,7,112.28
2024-03-29,270,8,29.98
2024-03-29,933,7,488.21
2024-03-30,170,7,20.49
2024-03-30,231,3,123.57
2024-03-30,250,1,223.28
2024-03-31,813,3,209.2
2024-04-01,146,7,63.83
2024-04-01,617,6,156.54
2024-04-02,80,3,410.57
2024-04-02,608,6,43.89
2024-04-02,609,6,481.41
2024-04-03,832,10,440.82
2024-04-04,222,7,424.55
2024-04-05,787,4,282.28
2024-04-06,149,9,162.21
2024-04-06,182,7,489.66
2024-04-06,335,7,405.3
2024-04-06,396,2,392.09
2024-04-06,561,6,467.54
2024-04-07,646,4,206.97
2024-04-07,661,10,430.35
2024-04-08,43,4,136.31
2024-04-08,445,5,207.5
2024-04-08,655,9,422.04
2024-04-08,796,6,240.57
2024-04-09,100,1,150.81
2024-04-09,958,9,13.03
2024-04-10,348,8,38.8
2024-04-10,551,10,168.98
2024-04-10,615,3,34.53
2024-04-10,734,9,365.55
2024-04-10,860,9,241.77
2024-04-11,511,2,335.55
2024-04-11,765,4,253.64
2024-04-11,917,6,75.69
2024-04-12,78,2,178.59
2024-04-12,209,7,41.9
2024-04-12,532,1,221.0
2024-04-12,626,9,397.27
2024-04-14,138,4,286.73
2024-04-14,453,6,90.15
2024-04-14,611,6,288.29
2024-04-14,898,2,233.01
2024-04-15,48,18,773.61
2024-04-15,219,10,340.96
2024-04-15,245,2,242.78
2024-04-15,600,6,206.45
2024-04-16,114,2,151.51
2024-04-17,48,4,460.67
2024-04-17,685,1,468.81
2024-04-17,692,5,430.3
2024-04-18,281,8,352.28
2024-04-18,445,6,78.68
2024-04-18,466,4,203.01
2024-04-18,645,5,331.77
2024-04-18,989,6,368.69
2024-04-19,128,5,326.24
2024-04-19,221,6,204.19
2024-04-19,761,3,158.44
2024-04-20,122,10,53.19
2024-04-21,932,8,99.98
2024-04-21,938,8,130.52
2024-04-22,10,2,344.55
2024-04-22,287,2,40.14
2024-04-22,603,10,316.89
2024-04-23,284,10,260.51
2024-04-23,654,3,470.07
2024-04-23,862,7,133.89
2024-04-24,190,6,144.23
2024-04-24,483,5,362.82
2024-04-24,701,1,359.84
2024-04-25,604,8,36.01
2024-04-26,179,4,468.83
2024-04-26,193,2,377.25
2024-04-26,201,4,443.38
2024-04-26,496,5,359.0
2024-04-26,912,7,225.09
2024-04-27,637,8,79.13
2024-04-27,797,8,72.9
2024-04-28,291,3,209.17
2024-04-28,435,6,180.06
2024-04-28,666,3,317.06
2024-04-29,52,5,445.8
2024-04-30,329,7,408.11
2024-04-30,512,8,193.25
2024-05-01,970,9,175.3
2024-05-02,9,6,76.03
2024-05-02,54,2,249.79
2024-05-02,124,4,305.9
2024-05-02,685,10,386.22
2024-05-03,12,3,245.63
2024-05-03,44,4,258.25
2024-05-03,608,4,478.71
2024-05-04,242,7,147.17
2024-05-04,263,2,427.59
2024-05-04,722,8,245.87
2024-05-05,334,6,39.12
2024-05-05,709,3,230.38
2024-05-05,779,8,340.83
2024-05-05,794,3,49.79
2024-05-05,806,6,441.73
2024-05-05,808,7,113.05
2024-05-06,3,6,441.83
2024-05-06,25,6,476.37
2024-05-06,408,4,110.96
2024-05-06,415,2,104.88
2024-05-06,534,1,378.05
2024-05-06,732,10,326.71
2024-05-06,882,10,76.56
2024-05-07,330,4,76.65
2024-05-07,463,7,430.8
2024-05-08,410,3,30.8
2024-05-08,804,4,455.17
2024-05-08,860,8,21.24
2024-05-09,374,4,327.99
2024-05-09,405,10,296.36
2024-05-10,117,5,33.54
2024-05-10,170,3,489.36
2024-05-10,309,6,175.74
2024-05-10,620,2,301.62
2024-05-10,890,5,370.86
2024-05-10,996,6,366.0
2024-05-11,564,6,489.61
2024-05-11,721,2,190.41
2024-05-12,232,3,126.31
2024-05-12,240,10,144.85
2024-05-12,305,4,223.23
2024-05-12,360,3,282.25
2024-05-12,435,7,348.98
2024-05-12,835,5,285.8
2024-05-13,426,6,436.61
2024-05-13,577,1,152.85
2024-05-13,859,9,400.31
2024-05-14,323,1,457.81
2024-05-14,932,3,371.23
2024-05-15,211,10,440.33
2024-05-15,439,10,316.7
2024-05-15,731,10,477.39
2024-05-16,194,2,263.51
2024-05-16,356,8,416.02
2024-05-16,415,4,490.11
2024-05-17,755,5,425.43
2024-05-18,115,3,50.62
2024-05-18,118,1,47.64
2024-05-18,717,3,93.84
2024-05-19,310,9,210.83
2024-05-20,637,6,180.78
2024-05-20,934,6,311.31
2024-05-21,18,5,300.78
2024-05-21,284,5,182.03
2024-05-22,46,3,99.83
2024-05-22,268,6,496.06
2024-05-22,871,5,37.52
2024-05-23,332,2,484.02
2024-05-23,342,5,295.39
2024-05-23,792,2,78.01
2024-05-23,829,10,253.5
2024-05-24,385,6,92.63
2024-05-24,421,3,338.86
2024-05-25,137,5,73.67
2024-05-25,673,5,59.19
2024-05-25,957,4,410.2
2024-05-26,184,10,67.37
2024-05-26,189,4,146.16
2024-05-26,503,2,164.08
2024-05-26,812,8,477.2
2024-05-26,894,8,93.64
2024-05-26,907,1,96.67
2024-05-27,40,8,97.82
2024-05-27,320,4,452.02
2024-05-27,508,3,117.85
2024-05-27,909,6,228.44
2024-05-28,388,7,356.22
2024-05-28,657,8,121.44
2024-05-28,733,10,156.42
2024-05-28,787,3,190.39
2024-05-28,885,10,250.53
2024-05-29,18,9,239.81
2024-05-29,35,8,208.55
2024-05-29,135,1,455.1
2024-05-29,369,10,233.36
2024-05-29,494,7,389.89
2024-05-29,816,5,429.76
2024-05-29,934,4,498.09
2024-05-30,91,6,236.86
2024-05-30,939,9,146.16
2024-05-31,302,5,323.61
2024-05-31,976,4,404.59
2024-06-01,283,1,461.58
2024-06-01,450,2,141.06
2024-06-01,652,2,376.56
2024-06-01,774,10,110.26
2024-06-02,195,6,473.47
2024-06-03,516,2,464.65
2024-06-03,675,2,110.85
2024-06-04,27,5,103.87
2024-06-04,869,6,156.67
2024-06-05,85,7,215.71
2024-06-05,131,5,35.25
2024-06-05,355,6,463.78
2024-06-05,761,2,205.24
2024-06-06,264,3,123.87
2024-06-06,305,6,449.25
2024-06-06,459,7,52.83
2024-06-06,859,6,159.8
2024-06-07,285,8,476.26
2024-06-07,856,1,384.27
2024-06-07,921,9,358.1
2024-06-08,122,2,276.67
2024-06-09,317,6,56.62
2024-06-09,372,8,17.85
2024-06-09,849,6,203.87
2024-06-09,906,5,99.35
2024-06-09,969,1,23.8
2024-06-10,446,5,274.48
2024-06-10,556,1,24.28
2024-06-11,238,3,187.57
2024-06-11,897,9,90.06
2024-06-11,916,2,362.1
2024-06-12,95,10,275.4
2024-06-12,201,3,320.82
2024-06-12,287,8,462.67
2024-06-12,306,1,375.01
2024-06-12,364,8,147.26
2024-06-12,584,7,140.15
2024-06-12,613,7,159.91
2024-06-12,802,4,43.86
2024-06-12,840,10,69.79
2024-06-12,948,5,493.6
2024-06-13,148,3,450.52
2024-06-13,386,6,195.41
2024-06-13,684,4,425.08
2024-06-13,821,7,370.46
2024-06-13,1000,1,304.34
2024-06-14,154,5,383.5
2024-06-14,483,1,80.28
2024-06-14,795,8,396.56
2024-06-14,944,5,266.12
2024-06-15,655,4,380.12
2024-06-15,847,2,326.28
2024-06-16,228,1,57.53
2024-06-16,387,8,43.63
2024-06-16,564,4,313.91
2024-06-16,629,6,127.94
2024-06-17,104,9,59.84
2024-06-17,307,6,293.0
2024-06-17,390,7,433.33
2024-06-17,397,1,91.59
2024-06-17,595,8,317.1
2024-06-17,719,4,97.84
2024-06-17,814,4,404.33
2024-06-17,983,7,353.52
2024-06-18,327,10,336.0
2024-06-18,441,4,101.26
2024-06-18,451,5,427.85
2024-06-18,682,3,193.1
2024-06-18,808,3,247.44
2024-06-18,953,5,123.19
2024-06-19,25,9,405.63
2024-06-19,544,9,68.38
2024-06-19,957,1,386.69
2024-06-20,887,2,95.56
2024-06-20,891,2,381.38
2024-06-21,251,2,377.5
2024-06-21,894,5,403.26
2024-06-21,914,9,170.3
2024-06-22,287,5,36.08
2024-06-22,662,3,483.8
2024-06-22,835,9,148.93
2024-06-23,27,8,20.43
2024-06-23,193,6,242.61
2024-06-23,666,9,142.08
2024-06-24,157,1,415.2
2024-06-24,214,9,451.49
2024-06-24,262,1,48.29
2024-06-25,203,10,406.85
2024-06-26,688,3,218.51
2024-06-27,237,6,459.64
2024-06-27,474,2,380.14
2024-06-27,571,6,348.93
2024-06-27,844,1,409.48
2024-06-28,26,4,408.01
2024-06-28,205,6,120.0
2024-06-28,278,7,288.63
2024-06-28,433,6,123.74
2024-06-28,773,6,485.21
2024-06-29,115,5,39.09
2024-06-29,267,1,161.13
2024-06-29,302,10,371.74
2024-06-29,957,1,250.5
2024-06-30,895,1,74.06
2024-07-01,396,8,257.39
2024-07-01,679,6,80.3
2024-07-01,765,9,292.48
2024-07-02,178,5,331.93
2024-07-02,380,1,75.91
2024-07-02,765,8,469.14
2024-07-02,978,1,477.13
2024-07-03,104,3,267.39
2024-07-03,135,7,352.95
2024-07-04,168,8,79.88
2024-07-04,320,7,203.92
2024-07-04,674,5,352.24
2024-07-04,700,9,459.4
2024-07-05,926,2,374.01
2024-07-06,580,1,286.48
2024-07-07,131,6,303.64
2024-07-07,358,4,286.57
2024-07-07,558,4,364.47
2024-07-07,794,9,125.23
2024-07-08,373,5,467.39
2024-07-09,27,9,221.95
2024-07-09,119,9,417.52
2024-07-09,210,9,27.9
2024-07-09,667,3,28.84
2024-07-09,789,4,379.88
2024-07-09,821,1,99.6
2024-07-09,870,8,141.79
2024-07-09,961,8,263.42
2024-07-10,740,9,392.22
2024-07-10,964,10,139.54
2024-07-11,215,10,92.28
2024-07-11,641,9,255.43
2024-07-12,651,3,59.02
2024-07-13,974,6,10.02
2024-07-14,57,3,56.05
2024-07-14,357,1,76.6
2024-07-14,638,5,494.27
2024-07-14,707,9,210.39
2024-07-14,917,9,149.98
2024-07-15,135,1,300.15
2024-07-15,169,5,304.64
2024-07-15,261,9,407.6
2024-07-15,418,4,336.99
2024-07-15,959,2,17.45
2024-07-16,228,8,114.1
2024-07-16,613,9,87.8
2024-07-16,744,8,491.65
2024-07-17,321,4,334.45
2024-07-17,521,6,41.45
2024-07-18,61,4,43.73
2024-07-18,93,1,299.07
2024-07-18,200,7,408.43
2024-07-18,510,9,187.13
2024-07-18,691,8,483.56
2024-07-19,323,5,232.71
2024-07-19,587,6,492.41
2024-07-19,606,3,249.99
2024-07-20,448,4,111.23
2024-07-21,906,5,77.84
2024-07-21,937,10,140.54
2024-07-22,40,5,72.41
2024-07-22,114,6,378.34
2024-07-22,286,3,200.96
2024-07-22,572,5,88.78
2024-07-22,994,9,110.03
2024-07-23,61,4,198.2
2024-07-23,137,1,117.47
2024-07-23,407,5,49.7
2024-07-24,719,3,483.67
2024-07-25,102,10,35.77
2024-07-25,514,10,457.64
2024-07-25,865,7,465.71
2024-07-26,88,8,480.51
2024-07-26,111,7,201.36
2024-07-26,207,7,68.13
2024-07-26,759,7,399.36
2024-07-27,694,6,455.83
2024-07-27,920,7,111.17
2024-07-28,570,6,246.82
2024-07-28,954,5,63.8
2024-07-29,358,9,226.31
2024-07-29,790,2,373.59
2024-07-29,916,8,126.41
2024-07-30,23,7,358.73
2024-07-30,410,9,45.94
2024-07-30,426,5,244.72
2024-07-30,640,3,233.35
2024-07-30,676,1,486.9
2024-07-30,852,6,156.43
2024-07-30,909,9,73.68
2024-07-30,918,1,261.13
2024-07-31,353,5,156.37
2024-07-31,802,4,321.79
2024-07-31,895,6,163.28
2024-08-01,381,2,259.79
2024-08-01,952,10,132.48
2024-08-02,151,9,80.58
2024-08-02,187,3,469.96
2024-08-02,529,5,406.76
2024-08-02,641,3,265.63
2024-08-02,832,4,236.19
2024-08-02,964,4,221.94
2024-08-04,142,6,123.87
2024-08-04,876,3,443.78
2024-08-04,902,7,199.51
2024-08-05,84,7,261.65
2024-08-05,160,9,392.21
2024-08-05,528,4,80.67
2024-08-05,654,9,484.85
2024-08-05,797,7,61.62
2024-08-06,143,9,101.16
2024-08-06,276,5,41.31
2024-08-07,103,10,325.67
2024-08-07,681,2,126.0
2024-08-07,725,8,176.87
2024-08-07,776,2,199.95
2024-08-08,211,5,154.7
2024-08-08,371,6,286.15
2024-08-09,56,2,403.82
2024-08-09,581,7,87.21
2024-08-09,844,1,168.86
2024-08-09,951,4,377.01
2024-08-10,132,1,412.36
2024-08-10,481,1,341.2
2024-08-10,677,7,148.75
2024-08-10,758,2,375.88
2024-08-10,760,9,621.63
2024-08-10,800,9,369.87
2024-08-10,928,1,388.56
2024-08-10,999,10,388.05
2024-08-11,81,10,336.61
2024-08-12,932,7,48.63
2024-08-13,297,9,372.18
2024-08-13,926,5,231.45
2024-08-14,135,6,257.4
2024-08-14,209,9,256.7
2024-08-15,203,6,166.87
2024-08-15,762,5,71.33
2024-08-16,708,1,426.47
2024-08-17,476,1,101.99
2024-08-17,585,3,405.12
2024-08-17,785,1,264.45
2024-08-18,310,10,55.06
2024-08-19,165,4,198.76
2024-08-19,240,7,32.71
2024-08-19,245,7,490.15
2024-08-19,897,3,142.82
2024-08-20,257,6,417.95
2024-08-20,644,2,150.46
2024-08-20,802,1,122.57
2024-08-21,341,9,490.57
2024-08-21,400,3,481.7
2024-08-21,488,8,463.09
2024-08-21,558,4,46.66
2024-08-22,638,9,157.89
2024-08-22,755,3,296.2
2024-08-22,779,5,284.58
2024-08-22,909,3,362.9
2024-08-23,157,6,323.19
2024-08-23,193,5,275.72
2024-08-23,620,3,223.23
2024-08-24,252,6,63.23
2024-08-24,277,6,138.95
2024-08-24,529,10,425.36
2024-08-24,608,7,341.46
2024-08-25,688,6,26.91
2024-08-25,854,5,212.86
2024-08-25,866,4,93.56
2024-08-26,279,10,336.88
2024-08-27,617,3,47.77
2024-08-29,98,7,326.17
2024-08-29,251,10,66.05
2024-08-29,376,9,128.22
2024-08-30,336,6,289.54
2024-08-30,606,9,371.78
2024-08-31,396,10,203.17
2024-08-31,961,4,103.29
2024-08-31,988,1,30.64
2024-09-01,11,4,436.36
2024-09-01,260,4,256.09
2024-09-01,681,5,372.53
2024-09-02,343,10,363.16
2024-09-02,917,8,129.4
2024-09-02,998,8,450.33
2024-09-03,314,7,104.39
2024-09-03,500,3,55.14
2024-09-03,616,7,349.89
2024-09-03,657,9,243.95
2024-09-04,587,5,248.54
2024-09-04,757,1,112.25
2024-09-05,69,2,160.37
2024-09-05,498,10,79.9
2024-09-05,522,10,370.12
2024-09-06,227,5,223.96
2024-09-06,609,4,169.48
2024-09-06,627,8,484.43
2024-09-07,36,10,10.73
2024-09-07,495,8,351.37
2024-09-07,615,7,277.66
2024-09-08,394,9,53.77
2024-09-08,485,7,213.83
2024-09-08,998,6,110.99
2024-09-09,727,2,266.53
2024-09-09,747,6,378.84
2024-09-10,33,7,473.59
2024-09-10,84,1,279.23
2024-09-10,144,8,403.68
2024-09-10,468,4,139.77
2024-09-10,506,1,237.33
2024-09-10,526,7,19.86
2024-09-10,664,8,109.31
2024-09-10,677,10,20.76
2024-09-11,372,6,175.06
2024-09-11,755,10,179.02
2024-09-12,18,5,496.94
2024-09-12,248,6,443.63
2024-09-12,796,6,70.18
2024-09-12,917,3,80.87
2024-09-13,502,9,195.3
2024-09-13,669,4,109.68
2024-09-14,135,3,123.28
2024-09-14,223,10,320.25
2024-09-14,663,9,139.61
2024-09-14,928,10,68.01
2024-09-15,413,6,403.17
2024-09-15,588,3,21.13
2024-09-15,715,6,120.86
2024-09-15,764,8,51.27
2024-09-15,803,9,204.09
2024-09-16,417,6,155.08
2024-09-16,470,10,135.21
2024-09-16,644,5,88.53
2024-09-16,984,1,280.52
2024-09-17,872,9,452.81
2024-09-17,972,3,457.64
2024-09-17,1000,3,149.69
2024-09-18,15,6,251.99
2024-09-18,165,8,308.06
2024-09-18,776,8,266.51
2024-09-18,826,2,145.0
2024-09-19,19,1,335.75
2024-09-19,347,5,235.4
2024-09-19,444,7,34.18
2024-09-19,909,2,197.7
2024-09-20,306,2,448.31
2024-09-20,366,2,76.32
2024-09-20,756,1,490.89
2024-09-21,369,10,126.56
2024-09-21,588,6,243.29
2024-09-21,784,2,264.81
2024-09-21,954,1,364.62
2024-09-22,170,10,97.08
2024-09-22,392,10,385.19
2024-09-22,483,9,66.32
2024-09-22,634,7,491.6
2024-09-22,832,9,274.03
2024-09-22,886,2,266.74
2024-09-23,42,9,47.42
2024-09-23,199,4,213.25
2024-09-23,351,1,269.17
2024-09-23,382,9,169.92
2024-09-23,515,3,17.64
2024-09-23,597,10,302.05
2024-09-23,967,2,365.08
2024-09-24,154,9,217.69
2024-09-24,258,4,360.17
2024-09-24,262,2,13.77
2024-09-24,281,1,160.26
2024-09-24,469,1,13.7
2024-09-24,877,9,465.57
2024-09-25,140,1,12.81
2024-09-25,226,4,292.71
2024-09-25,489,1,457.73
2024-09-25,799,7,74.57
2024-09-26,128,4,109.36
2024-09-26,235,2,388.57
2024-09-26,357,7,198.57
2024-09-26,425,3,251.91
2024-09-26,541,3,484.12
2024-09-26,694,6,417.52
2024-09-26,751,10,197.4
2024-09-26,800,9,168.66
2024-09-26,856,8,479.17
2024-09-26,904,9,381.38
2024-09-27,545,5,101.78
2024-09-27,685,3,112.33
2024-09-28,404,5,472.75
2024-09-28,420,5,360.09
2024-09-28,622,5,369.71
2024-09-28,820,1,295.56
2024-09-28,977,4,191.06
2024-09-29,401,5,298.15
2024-09-30,90,1,377.84
2024-09-30,158,6,40.7
2024-10-01,153,9,381.37
2024-10-01,287,2,379.2
2024-10-01,524,6,361.43
2024-10-02,788,1,179.06
2024-10-02,959,10,404.63
2024-10-02,973,5,290.56
2024-10-03,517,4,224.44
2024-10-03,523,8,24.52
2024-10-03,682,7,227.04
2024-10-03,822,7,362.66
2024-10-04,41,6,422.61
2024-10-04,478,1,451.16
2024-10-04,736,6,196.78
2024-10-04,797,5,288.43
2024-10-05,333,4,232.51
2024-10-05,620,9,415.55
2024-10-05,664,1,15.64
2024-10-05,714,8,434.94
2024-10-06,401,3,87.58
2024-10-06,424,10,202.78
2024-10-06,572,4,118.16
2024-10-07,285,3,454.33
2024-10-07,395,10,356.71
2024-10-07,615,8,121.77
2024-10-08,85,1,264.61
2024-10-08,310,5,51.39
2024-10-08,518,4,313.65
2024-10-08,727,5,305.31
2024-10-09,13,10,444.26
2024-10-09,111,3,278.66
2024-10-09,174,8,429.93
2024-10-09,780,8,435.08
2024-10-10,182,1,332.53
2024-10-10,226,9,71.86
2024-10-10,277,8,288.28
2024-10-10,502,10,224.81
2024-10-11,433,7,439.64
2024-10-11,477,4,228.97
2024-10-11,598,3,302.53
2024-10-12,19,1,220.89
2024-10-12,29,6,446.12
2024-10-12,375,2,233.81
2024-10-12,426,6,490.67
2024-10-12,502,1,415.49
2024-10-12,510,4,118.94
2024-10-12,618,10,382.34
2024-10-12,876,8,96.35
2024-10-12,958,3,242.12
2024-10-13,720,8,260.26
2024-10-14,306,6,414.18
2024-10-14,430,3,137.82
2024-10-14,577,10,222.1
2024-10-14,787,4,286.49
2024-10-14,821,8,183.0
2024-10-15,490,1,56.73
2024-10-16,95,9,422.28
2024-10-16,299,4,427.43
2024-10-16,687,6,162.8
2024-10-16,782,1,277.77
